Start Time,End Time,Text
00:00:01.367,00:00:02.602,TYRA: Becoming a top model
00:00:02.602,00:00:05.339,"is a dream shared by girls
all across America."
00:00:05.339,00:00:08.742,"I am going to be the first
black plus-size supermodel."
00:00:08.742,00:00:10.210,"I've been waiting
for this moment."
00:00:10.210,00:00:12.079,"Are you gonna be
a model someday?"
00:00:12.079,00:00:13.647,"- Mm-hmm.
- Why?"
00:00:13.647,00:00:15.182,Because I want to.
00:00:15.182,00:00:18.986,( music playing )
00:00:18.986,00:00:20.554,TYRA: America's Next Top Model
00:00:20.554,00:00:22.523,"is about giving those girls
a chance to make"
00:00:22.523,00:00:23.790,their dream a reality.
00:00:23.790,00:00:26.727,"America's Next Top Model
is Adrianne."
00:00:26.727,00:00:28.061,( music playing )
00:00:28.061,00:00:29.363,"TYRA: Yoanna is America's
Next Top Model."
00:00:29.363,00:00:31.965,Aah!
00:00:31.965,00:00:33.634,"TYRA: That doesn't mean
it's gonna be easy."
00:00:33.634,00:00:35.802,( sobbing )
00:00:35.802,00:00:37.037,Bitches.
00:00:37.037,00:00:39.172,"TYRA: Out of thousands
of girls who applied,"
00:00:39.172,00:00:40.641,only a select few
00:00:40.641,00:00:42.943,"made it to the semi-finals
in Los Angeles."
00:00:42.943,00:00:45.879,( screaming )
00:00:50.217,00:00:52.152,"TYRA: Over a week
of grueling interviews."
00:00:54.321,00:00:55.889,"Most of those girls are like,
""Oh, I'm fat."""
00:00:55.889,00:00:57.124,"I'm like,
""You know what? You are."""
00:00:57.124,00:00:58.992,"Like, I don't know
what to tell you."
00:00:58.992,00:01:00.327,TYRA: Wild nightlife.
00:01:00.327,00:01:02.563,Aah!
00:01:02.563,00:01:03.797,WOMAN: That skank ho
00:01:03.797,00:01:05.966,"poured a beer
on my ( ... ) weave."
00:01:05.966,00:01:07.534,"TYRA:
And good old-fashioned drama."
00:01:07.534,00:01:09.670,"I'm glad I'm not you, bitch."
00:01:09.670,00:01:11.872,( screaming )
00:01:11.872,00:01:13.373,I'm legally blind.
00:01:13.373,00:01:15.809,"TYRA: I picked my final 14
to move to New York"
