Start Time,End Time,Text
00:00:07.605,00:00:10.075,"Tyra: PREVIOUSLY ON
""AMERICA'S NEXT TOP MODEL""..."
00:00:10.075,00:00:11.376,"WHILE JADE CONTINUED
TO SCRUTINIZE"
00:00:11.376,00:00:13.044,GINA'S PERFORMANCE...
00:00:13.044,00:00:15.947,"NOBODY'S GONNA WANT
A WEAK AMERICA'S NEXT TOP MODEL."
00:00:15.947,00:00:17.716,HER UNEXPECTED MAKEOVER...
00:00:17.716,00:00:19.651,"- OOH!
- RATTLED HER CONFIDENCE."
00:00:19.651,00:00:22.487,"LOOK WHAT'S IN THE MAGAZINES
NOW--LONG HAIR, BABY."
00:00:22.487,00:00:24.055,"AND WHEN
THE TEMPERATURE DROPPED..."
00:00:24.055,00:00:26.858,"NOW I WANT YOU TO FEEL
THIS ENVIRONMENT."
00:00:26.858,00:00:29.127,THE PRESSURE WENT UP...
00:00:29.927,00:00:31.562,"YOU GOT A LITTLE VACANT
IN THE FACE."
00:00:31.562,00:00:33.330,AND WENDY FROZE UP...
00:00:33.330,00:00:34.665,A LITTLE MORE FEELING.
00:00:34.665,00:00:37.100,"WHAT THE JUDGES SEE RIGHT NOW
IS A LOT OF POTENTIAL."
00:00:37.100,00:00:40.604,"THEY HAVEN'T SEEN
THAT POTENTIAL PUT INTO A PHOTO."
00:00:40.604,00:00:42.506,AND SHE WAS SENT HOME.
00:00:42.506,00:00:43.707,11 GIRLS REMAIN.
00:00:43.707,00:00:46.610,WHO WILL BE ELIMINATED TONIGHT?
00:00:48.078,00:00:50.047,♪ I WANT TO BE ON TOP ♪
00:00:52.249,00:00:53.884,♪ I WANT TO BE ON TOP ♪
00:00:56.820,00:00:58.822,♪ YOU WANT TO BE ON TOP ♪
00:01:00.757,00:01:03.727,♪ I WANT TO BE ON TOP ♪
00:01:05.095,00:01:07.464,♪ YOU WANT TO BE ON TOP ♪
00:01:09.333,00:01:11.902,♪ I WANT TO BE ON TOP ♪
00:01:13.170,00:01:16.073,♪ YOU WANT TO BE ON TOP ♪
00:01:20.811,00:01:21.979,♪ YOU WANT TO BE ON TOP ♪♪
00:01:28.018,00:01:31.922,♪♪♪
00:01:36.623,00:01:38.826,"BEING THE LAST
FIVE GIRLS UP THERE,"
00:01:38.826,00:01:40.761,"- YOU'RE JUST LIKE--
- YEAH, IT'S HORRIBLE."
00:01:40.761,00:01:42.229,"I TOLD JADE, I WAS LIKE,
""YOU'RE GONNA BE UP THERE"
00:01:42.229,00:01:43.397,"IN THE FINAL TWO."""
00:01:43.397,00:01:45.265,"SHE JUST KINDA LOOKED
AT ME LIKE, ""BITCH."""
00:01:45.265,00:01:47.668,"WE KINDA FELT THAT JADE
WAS GONNA BE IN THE BOTTOM TWO"
00:01:47.668,00:01:51.905,"JUST BECAUSE SHE SEEMS
TO MAKE EXCUSES A LOT"
00:01:51.905,00:01:53.107,WHEN SHE'S AT THE PANEL.
00:01:53.107,00:01:55.943,"IT WAS ALSO, I THINK,
THE EYE MAKEUP, AS WELL."
00:01:55.943,00:01:57.711,"IT WAS VERY--
YOU JUST CAN'T DO ALL THIS."
00:01:57.711,00:01:58.746,YOU CAN'T COMPLAIN.
00:01:58.746,00:01:59.880,THIS IS WHAT MODELING IS ABOUT.
