Start Time,End Time,Text
00:00:07.379,00:00:10.115,"PREVIOUSLY ON
""AMERICA'S NEXT TOP MODEL""..."
00:00:10.115,00:00:11.682,"SUCK IT UP, JOHN."
00:00:11.682,00:00:13.085,NNENNA'S CONFLICTS
00:00:13.085,00:00:13.685,WITH HER BOYFRIEND AT HOME...
00:00:13.685,00:00:15.320,I'M ONLY GONNA HATE YOU...
00:00:15.320,00:00:17.222,"SPILLED OVER
INTO THE TOP MODEL HOUSE."
00:00:17.222,00:00:19.391,"LAST NIGHT, AND SHE WAS
ON THE PHONE TILL 1:00."
00:00:19.391,00:00:23.495,"NNENNA IS PERCEIVED AS BEING
THIS NICE, SWEET GIRL,"
00:00:23.495,00:00:26.331,AND SHE'S NOT.
00:00:26.331,00:00:27.499,LONG-LASTING.
00:00:27.499,00:00:29.334,"SEVERAL GIRLS STRUGGLE
AT THE COVERGIRL"
00:00:29.334,00:00:30.335,COMMERCIAL SHOOT.
00:00:30.335,00:00:31.336,I DON'T WANNA TALK ABOUT IT.
00:00:31.336,00:00:33.338,"BROOKE WAS DRIVEN TO TEARS,"
00:00:33.338,00:00:34.673,AND JADE PLAYED THE BLAME GAME
00:00:34.673,00:00:36.341,IN FRONT OF THE JUDGES.
00:00:36.341,00:00:38.009,YOU GUYS USED MY WORST ONE.
00:00:38.009,00:00:39.444,"JADE'S ATTITUDE
KNOCKED HER DOWN"
00:00:39.444,00:00:40.679,TO THE BOTTOM TWO.
00:00:40.679,00:00:42.180,"JADE, YOU DON'T KNOW IT ALL."
00:00:42.180,00:00:43.548,"BUT IN THE END,
IT WAS MOLLIE SUE"
00:00:43.548,00:00:45.150,WHO WAS SENT HOME.
00:00:45.150,00:00:46.585,EIGHT GIRLS REMAIN.
00:00:46.585,00:00:48.453,WHO WILL BE ELIMINATED TONIGHT?
00:00:48.453,00:00:50.689,♪♪♪
00:01:34.933,00:01:36.768,"LIKE, I FEEL LIKE
I CAME TO THIS GAME"
00:01:36.768,00:01:38.670,"TO REALLY
GET THE BEST OUT OF IT."
00:01:44.976,00:01:46.311,THEY...
00:01:46.311,00:01:47.979,I WAS AT THE BOTTOM TWO...
00:01:47.979,00:01:49.347,AGAIN.
00:01:49.347,00:01:52.717,"JADE, YOU STAND BEFORE ME
BECAUSE YOU PLAY THE BLAME GAME,"
00:01:52.717,00:01:55.987,"AND THE JUDGES WERE TURNED OFF
BY YOUR ATTITUDE."
00:01:55.987,00:01:58.290,I NEED TO REDEEM MYSELF.
00:01:58.290,00:02:00.225,"I DON'T KNOW, SHE'S JUST
REALLY PISSING ME OFF."
00:02:00.225,00:02:01.326,"LIKE, NOT SO MUCH JADE--"
00:02:01.326,00:02:02.794,"- LIKE, SHE WAS IRRITATING ME...
- YEAH."
00:02:02.794,00:02:04.129,BUT NNENNA.
00:02:04.129,00:02:07.332,"LAST WEEK, I HAD A LOT
OF TROUBLE WITH MY COMMERCIAL."
00:02:07.332,00:02:08.934,LIQUID MAKEUP...
00:02:08.934,00:02:10.735,"- (laughs)
- FROM MAY--"
00:02:10.735,00:02:12.337,"I HEARD A LOT OF LAUGHTER
IN THE BACK."
00:02:12.337,00:02:15.240,"NNENNA HAS BEEN CALLING ME
A CRYBABY TO OTHERS."
