Start Time,End Time,Text
00:00:07.812,00:00:10.582,"PREVIOUSLY ON
""AMERICA'S NEXT TOP MODEL""--"
00:00:10.582,00:00:12.350,"WHEN BRE'S GRANOLA BARS
WENT MISSING..."
00:00:12.350,00:00:13.351,"THAT WAS NICE.
WHO DID THAT?"
00:00:20.225,00:00:22.327,"SHE WENT ON
THE WARPATH AGAINST NICOLE."
00:00:22.327,00:00:24.463,"I POURED OUT ALL
OF NICOLE'S CANNED SODAS."
00:00:24.463,00:00:26.898,"I'VE BEEN DISRESPECTED,
BUT THIS WAS JUST TOO MUCH."
00:00:26.898,00:00:29.267,"BUT BOTH GIRLS MANAGED
TO SET ASIDE THE DRAMA"
00:00:29.267,00:00:31.269,"AND TURN IN
FIERCE PHOTOS..."
00:00:31.269,00:00:32.604,"THAT'S IT-- YOU'RE LOVELY
LIKE THAT."
00:00:32.604,00:00:33.972,KEEP THAT POISE. LOVELY.
00:00:33.972,00:00:35.941,"WHILE KIM FAILED
TO DELIVER."
00:00:35.941,00:00:39.311,"I DON'T THINK THAT KIM HAS
GIVEN ME ANY AMAZING PICTURES."
00:00:39.311,00:00:41.713,"KIM, WE DON'T SEE
CONSISTENCY IN YOU."
00:00:41.713,00:00:43.315,"AND SHE WAS
SENT HOME."
00:00:43.315,00:00:44.516,FOUR GIRLS REMAIN.
00:00:44.516,00:00:46.418,"WHO WILL BE ELIMINATED
TONIGHT?"
00:00:46.418,00:00:49.721,♪♪♪
00:01:33.331,00:01:34.833,"I JUST GOT BACK
FROM ELIMINATION."
00:01:34.833,00:01:37.536,"INSTEAD OF BRE BEING ELIMINATED
LIKE I THOUGHT WOULD HAPPEN,"
00:01:37.536,00:01:40.205,KIM GOT ELIMINATED.
00:01:40.205,00:01:41.873,"I DON'T REALLY
TRUST BRE FULLY"
00:01:41.873,00:01:44.276,"BECAUSE OF ALL THE THINGS
SHE'S PULLED."
00:01:44.276,00:01:45.510,"I DON'T FEEL COMFORTABLE
WITH YOU, LIKE,"
00:01:45.510,00:01:46.845,"STEALING
MY THINGS."
00:01:46.845,00:01:47.946,"WHERE IS
YOUR STUFF AT?"
00:01:47.946,00:01:49.481,"YOU DRANK IT,
AND YOU STOLE IT."
00:01:49.481,00:01:50.749,"THAT'S STEALING, BRE."
