Start Time,End Time,Text
00:00:01.468,00:00:02.469,>> HERE'S WHAT HAPPENED
00:00:02.469,00:00:03.737,"ON ""TOP MODEL"" LAST WEEK..."
00:00:03.737,00:00:04.571,>> TODAY WE HAVE
00:00:04.571,00:00:05.739,A VERY IMPORTANT CLIENT--
00:00:05.739,00:00:06.473,FRANCA SOZZANI.
00:00:06.473,00:00:08.775,>> FRANCA CAN SHOOT YOUR CAREER
00:00:08.775,00:00:11.177,UP INTO THE STARS.
00:00:11.177,00:00:12.279,>> I DON'T LIKE BALANCING
00:00:12.279,00:00:13.480,(bleep) ON MY HEAD.
00:00:13.480,00:00:14.481,(bleep).
00:00:14.481,00:00:15.215,(bleep).
00:00:15.215,00:00:16.383,>> THE WINNER--BRITTANI.
00:00:16.383,00:00:17.951,>> (trilling)
00:00:17.951,00:00:19.085,>> I'M NOT WORRIED ABOUT IT.
00:00:19.085,00:00:20.120,I KNOW I CAN TAKE
00:00:20.120,00:00:21.054,BETTER PICTURES
00:00:21.054,00:00:22.188,THAN EVERYONE ELSE.
00:00:22.188,00:00:23.256,>> BEAUTIFUL.
00:00:23.256,00:00:23.990,GORGEOUS.
00:00:23.990,00:00:27.394,"HANNAH, A LITTLE LOST RIGHT NOW."
00:00:27.394,00:00:28.328,IT'S THAT THING SHE DOES
00:00:28.328,00:00:29.563,ALL THE TIME WITH HER FACE.
00:00:29.563,00:00:30.430,>> VERY--YEAH.
00:00:30.430,00:00:31.464,">> YEAH, IT'S THAT..."
00:00:31.464,00:00:32.365,">>
OUI. OUI. OUI."
00:00:32.365,00:00:33.466,">> ALEXANDRIA AND HANNAH,"
00:00:33.466,00:00:35.702,PLEASE STEP FORWARD.
00:00:35.702,00:00:38.238,"ALEXANDRIA, YOU..."
00:00:38.238,00:00:39.005,TOO MUCH CONTROL.
00:00:39.005,00:00:41.208,"HANNAH, THE COMPLETE OPPOSITE--"
00:00:41.208,00:00:44.010,LACKS CONTROL.
00:00:44.010,00:00:44.644,HANNAH.
00:00:44.644,00:00:45.779,ALEXANDRIA WAS SENT HOME.
00:00:45.779,00:00:46.646,>> THANK YOU SO MUCH.
00:00:46.646,00:00:47.747,>> THREE GIRLS ARE LEFT--
00:00:47.747,00:00:49.849,"MOLLY, HANNAH, AND BRITTANI--"
00:00:49.849,00:00:50.850,BUT ONLY ONE WILL HAVE
00:00:50.850,00:00:53.253,"CONTRACTS WITH IMG, COVERGIRL,"
00:00:53.253,00:00:54.454,AND APPEAR ON THE PAGES
00:00:54.454,00:00:55.555,"OF ITALIAN ""VOGUE."""
00:00:55.555,00:00:56.356,WHO DO YOU THINK
00:00:56.356,00:00:59.559,WILL BE ELIMINATED TONIGHT?
00:00:59.559,00:01:02.796,♪♪♪♪♪
00:01:02.796,00:01:03.563,>> WANNA BE ON TOP?
00:01:03.563,00:01:04.931,"♪ ALL, ALL, ALL, ALL, ALL ♪"
00:01:04.931,00:01:05.799,♪ ON TOP ♪
00:01:05.799,00:01:06.933,♪ ALL THE LADIES ♪
00:01:06.933,00:01:07.601,>> WANNA BE ON TOP?
00:01:07.601,00:01:09.736,">> ♪ ALL, ALL, ALL, ALL, ALL ♪"
00:01:09.736,00:01:11.037,♪ ALL THE LADIES ♪
00:01:11.037,00:01:12.105,>> YOU WANNA BE ON TOP?
00:01:12.105,00:01:13.607,♪ IT'S TIME TO MAKE IT HOT ♪
00:01:13.607,00:01:14.641,♪ GET IT UP ♪
00:01:14.641,00:01:15.475,♪ YOU KNOW ♪
00:01:15.475,00:01:16.309,♪ THAT WE DON'T STOP ♪
00:01:16.309,00:01:17.944,"♪ NA, AND WHEN YOU GET IT HOT ♪"
00:01:17.944,00:01:20.146,"♪ NA, YOU GOTTA BE ON TOP ♪"
00:01:20.146,00:01:21.114,♪ NA NA NA NA-NA NA ♪
00:01:21.114,00:01:22.215,"♪ ALL, ALL, ALL, ALL, ALL ♪"
00:01:22.215,00:01:24.284,♪ NA NA NA NA-NA NA ♪
00:01:24.284,00:01:25.185,♪ ALL THE LADIES ♪
00:01:25.185,00:01:26.386,♪ NA NA NA NA-NA NA ♪
00:01:26.386,00:01:27.187,WANNA BE ON TOP?
00:01:27.187,00:01:28.555,♪ NA NA NA NA-NA NA ♪
00:01:28.555,00:01:29.189,WHOO!
00:01:29.189,00:01:31.258,♪ NA NA NA NA-NA NA ♪
00:01:31.258,00:01:32.192,♪ NA NA NA NA-NA ♪
00:01:32.192,00:01:33.326,"♪ ALL, ALL, ALL, ALL ♪"
00:01:33.326,00:01:37.464,>> WANNA BE ON TOP?
00:01:37.464,00:01:39.766,(static hisses)
00:01:42.569,00:01:45.972,(man singing in Arabic)
00:01:50.944,00:01:51.778,>> OH!
00:01:51.778,00:01:53.580,>> HOLY SHELLS.
00:01:53.580,00:01:55.282,"I CAN'T BELIEVE IT,"
00:01:55.282,00:01:56.416,THAT LEX IS GONE.
00:01:56.416,00:01:57.350,>> I CAN.
00:01:57.350,00:01:58.118,">> I CAN, TOO."
00:01:58.118,00:01:59.452,I KNEW IT WAS GONNA HAPPEN.
00:01:59.452,00:02:00.220,>> YEAH.
00:02:00.220,00:02:01.488,>> TODAY LEX WENT HOME...
00:02:01.488,00:02:02.289,>> HANNAH.
00:02:02.289,00:02:03.189,>> AND I'M SO EXCITED
00:02:03.189,00:02:04.524,"BECAUSE SHE WAS DRAMA BITCH,"
00:02:04.524,00:02:05.458,JUST CRAZY.
00:02:05.458,00:02:06.560,BUT IT'S A LOT HARDER
00:02:06.560,00:02:07.527,NOW THAT THERE'S
00:02:07.527,00:02:08.461,ONLY THREE OF US.
00:02:08.461,00:02:09.429,I KNOW MOLLY'S KIND OF
00:02:09.429,00:02:11.464,"AHEAD OF ME PHOTO-WISE,"
00:02:11.464,00:02:12.532,AND IF IT CAME DOWN
00:02:12.532,00:02:13.333,"TO COMMERCIALS,"
00:02:13.333,00:02:14.501,HANNAH WOULD BE AHEAD OF ME
00:02:14.501,00:02:15.368,COMMERCIAL-WISE.
00:02:15.368,00:02:16.536,SO I CAN'T BE MESSING UP
00:02:16.536,00:02:17.304,AT ALL ANYMORE
00:02:17.304,00:02:18.572,"BECAUSE IF YOU'RE NOT FIRST,"
00:02:18.572,00:02:19.639,YOU'RE LAST.
00:02:19.639,00:02:20.373,>> WOW.
00:02:20.373,00:02:21.575,BEING IN THE BOTTOM TWO
00:02:21.575,00:02:22.509,IS NOT FUN.
00:02:22.509,00:02:23.343,I'VE NEVER BEEN
00:02:23.343,00:02:24.444,"IN THE BOTTOM TWO BEFORE,"
00:02:24.444,00:02:25.445,"AND I DON'T KNOW,"
00:02:25.445,00:02:26.479,IT'S JUST STRANGE.
00:02:26.479,00:02:27.113,>> YOU HAVE HAD
00:02:27.113,00:02:30.183,SOME OF THESTRONGEST PICTURES
00:02:30.183,00:02:31.952,"IN THIS COMPETITION,"
00:02:31.952,00:02:33.153,BUT YOU HAVE TO BRING IT
00:02:33.153,00:02:34.454,EVERY SINGLE TIME.
00:02:34.454,00:02:35.422,>> I FEEL LIKE MY PICTURES
00:02:35.422,00:02:36.890,HAVEN'T SHOWN PR-PROGRESSION
00:02:36.890,00:02:38.358,"LATELY, LIKE THE PAST TWO"
00:02:38.358,00:02:39.359,HAVEN'T REALLY BEEN
00:02:39.359,00:02:41.294,AS GOOD AS I CAN BE.
00:02:41.294,00:02:42.229,>> I CAN'T BELIEVE
00:02:42.229,00:02:43.697,I'M (bleep) TOP THREE.
00:02:43.697,00:02:44.898,">> YEAH, IT'S INSANE."
00:02:44.898,00:02:45.665,>> I KNEW
00:02:45.665,00:02:46.933,I WASN'T GOING ANYWHERE.
00:02:46.933,00:02:47.634,>> BEING
00:02:47.634,00:02:48.802,AMERICA'S NEXT TOP MODEL
00:02:48.802,00:02:49.669,WOULD ALLOW ME
00:02:49.669,00:02:50.503,TO GET OUT OF HOUSTON.
00:02:50.503,00:02:52.005,IT'S HARD GETTING OUT OF A CITY
00:02:52.005,00:02:53.039,THAT DOESN'T REALLY HAVE
00:02:53.039,00:02:54.274,A LOT OF OPPORTUNITIES
00:02:54.274,00:02:54.941,"FOR MODELS,"
00:02:54.941,00:02:56.877,AND I FEEL LIKE I'M MORE DYNAMIC
00:02:56.877,00:02:57.711,"THAN BRITTANI AND MOLLY,"
00:02:57.711,00:02:59.379,AND I'M SO MUCH MORE COMMERCIAL
00:02:59.379,00:03:01.081,AND I CAN DO HIGH FASHION.
00:03:01.081,00:03:02.916,"I'M THE BEST OF BOTH WORLDS,"
00:03:02.916,00:03:03.984,HONESTLY.
00:03:03.984,00:03:06.953,♪♪♪♪♪
00:03:06.953,00:03:07.854,>> OH!
00:03:07.854,00:03:08.922,>> OH! OOH!
00:03:08.922,00:03:09.656,>> WHOA!
00:03:09.656,00:03:11.191,>> THAT'S KINDA BADASS.
00:03:11.191,00:03:13.760,"""I'M TAKEN SOMEWHERE."""
00:03:13.760,00:03:15.295,>> YOU SERIOUSLY LOOK LIKE
00:03:15.295,00:03:16.363,"SIAMESE TWINS,"
00:03:16.363,00:03:17.297,"LIKE, AT THE HAND."
00:03:17.297,00:03:18.365,">> IT'S SO COOL, THOUGH."
00:03:18.365,00:03:19.399,THINKING ABOUT BEING
00:03:19.399,00:03:20.333,"IN THE FINAL TWO,"
00:03:20.333,00:03:21.434,"IT'S JUST, LIKE, WOW,"
00:03:21.434,00:03:22.135,"'CAUSE I MEAN,"
00:03:22.135,00:03:23.303,"COMING OUT FROM A TRAILER PARK,"
00:03:23.303,00:03:24.504,PEOPLE WOULDN'T EXPECT
00:03:24.504,00:03:25.171,MUCH OF ME
00:03:25.171,00:03:26.273,BECAUSE OF WHERE I COME FROM.
00:03:26.273,00:03:27.307,I JUST WANT TO SHOW THEM
00:03:27.307,00:03:28.241,THAT I CAN ACTUALLY BE
00:03:28.241,00:03:29.142,AMERICA'S NEXT TOP MODEL.
